Tuberculosis_locus,smegmatis_locus,H37RA_locus,Bovis_locus
0:Rv2831:3137271-3138020,1:MSMEG_RS12815:2722400-2723158,2:MRA_RS15050:3149263-3150012,3:BQ2027_RS14555:3098254-3099003
0:Rv0882:980225-980509,1:MSMEG_RS27405:5776322-5776597,2:MRA_RS04670:981532-981816,3:BQ2027_RS04635:980690-980974
0:Rv0884c:981424-982554,1:MSMEG_RS27395:5774274-5775386,2:MRA_RS04680:982731-983861,3:BQ2027_RS04645:981889-983019
0:Rv0885:982762-983784,1:MSMEG_RS27385:5772279-5773295,2:MRA_RS04685:984069-985091,3:BQ2027_RS04650:983227-984249
0:Rv0886:983803-985530,1:MSMEG_RS27380:5770593-5772266,2:MRA_RS04690:985110-986837,3:BQ2027_RS04655:984268-985995
0:Rv2837c:3143635-3144645,1:MSMEG_RS12760:2711058-2712074,2:MRA_RS15080:3155627-3156637,3:BQ2027_RS14585:3104617-3105627
0:Rv0887c:985513-985971,1:MSMEG_RS27375:5770134-5770589,2:MRA_RS04695:986820-987278,3:BQ2027_RS04660:985978-986436
0:Rv2838c:3144620-3145171,1:MSMEG_RS12755:2710579-2711049,2:MRA_RS15085:3156612-3157163,3:BQ2027_RS14590:3105602-3106153
0:Rv2839c:3145171-3147873,1:MSMEG_RS12750:2707775-2710579,2:MRA_RS15090:3157163-3159865,3:BQ2027_RS14595:3106153-3108855
0:Rv2840c:3147959-3148258,1:MSMEG_RS12745:2707322-2707672,2:MRA_RS15095:3159951-3160310,3:BQ2027_RS14600:3108941-3109300
0:Rv2841c:3148385-3149428,1:MSMEG_RS12740:2706242-2707273,2:MRA_RS15100:3160377-3161420,3:BQ2027_RS14605:3109367-3110410
0:Rv2842c:3149425-3149976,1:MSMEG_RS12735:2705700-2706245,2:MRA_RS15105:3161417-3161968,3:BQ2027_RS14610:3110407-3110958
0:Rv2843:3150171-3150716,1:MSMEG_RS12730:2704955-2705503,2:MRA_RS15110:3162163-3162708,3:BQ2027_RS14615:3111153-3111698
0:Rv2844:3150713-3151201,1:MSMEG_RS12725:2704485-2704958,2:MRA_RS15115:3162705-3163193,3:BQ2027_RS14620:3111695-3112183
0:Rv2845c:3151202-3152950,1:MSMEG_RS12720:2702707-2704464,2:MRA_RS15120:3163194-3164942,3:BQ2027_RS14625:3112184-3113932
0:Rv2846c:3153039-3154631,1:MSMEG_RS12710:2700404-2701951,2:MRA_RS15125:3165031-3166623,3:BQ2027_RS14630:3114021-3115613
0:Rv0896:999472-1000767,1:MSMEG_RS27335:5763378-5764682,2:MRA_RS04745:1000779-1002074,3:BQ2027_RS04700:999937-1001232
0:Rv2847c:3154654-3155871,1:MSMEG_RS12705:2699162-2700370,2:MRA_RS15130:3166646-3167863,3:BQ2027_RS14635:3115636-3116853
0:Rv0897c:1000808-1002415,1:MSMEG_RS27310:5758241-5759800,2:MRA_RS04750:1002115-1003722,3:BQ2027_RS04705:1001273-1002880
0:Rv0898c:1002441-1002704,1:MSMEG_RS27305:5757986-5758234,2:MRA_RS04755:1003748-1004011,3:BQ2027_RS04710:1002906-1003169
0:Rv2849c:3157521-3158144,1:MSMEG_RS12695:2697070-2697684,2:MRA_RS15140:3169513-3170136,3:BQ2027_RS14645:3118449-3119072
0:Rv2851c:3160051-3160521,1:MSMEG_RS12685:2694704-2695177,2:MRA_RS15150:3172043-3172513,3:BQ2027_RS14655:3120979-3121449
0:Rv2852c:3160580-3162061,1:MSMEG_RS12680:2693158-2694690,2:MRA_RS15155:3172572-3174053,3:BQ2027_RS14660:3121508-3122989
0:Rv0902c:1004501-1005841,1:MSMEG_RS27295:5756171-5757511,2:MRA_RS04775:1005808-1007148,3:BQ2027_RS04730:1004966-1006306
0:Rv0903c:1005852-1006562,1:MSMEG_RS27290:5755442-5756161,2:MRA_RS04780:1007159-1007869,3:BQ2027_RS04735:1006317-1007027
0:Rv2854:3164152-3165192,1:MSMEG_RS12675:2691876-2692907,2:MRA_RS15165:3176144-3177184,3:BQ2027_RS14670:3125080-3126120
0:Rv2855:3165205-3166584,1:MSMEG_RS12670:2690486-2691871,2:MRA_RS15170:3177197-3178576,3:BQ2027_RS14675:3126133-3127512
0:Rv0905:1008207-1008938,1:MSMEG_RS27180:5725931-5726662,2:MRA_RS04790:1009514-1010245,3:BQ2027_RS04745:1008672-1009403
0:Rv0906:1008944-1010062,1:MSMEG_RS27175:5724814-5725929,2:MRA_RS04795:1010251-1011369,3:BQ2027_RS04750:1009409-1010527
0:Rv2857c:3168583-3169359,1:MSMEG_RS12605:2681364-2682137,2:MRA_RS15190:3180575-3181351,3:BQ2027_RS14695:3129511-3130287
0:Rv0907:1010136-1011734,1:MSMEG_RS27170:5723151-5724758,2:MRA_RS04800:1011462-1013042,3:BQ2027_RS04755:1010620-1012200
0:Rv2858c:3169356-3170723,1:MSMEG_RS12600:2679970-2681325,2:MRA_RS15195:3181348-3182715,3:BQ2027_RS14700:3130284-3131651
0:Rv0908:1011731-1014124,1:MSMEG_RS27165:5720762-5723137,2:MRA_RS04805:1013039-1015432,3:BQ2027_RS04760:1012197-1014590
0:Rv2859c:3170720-3171646,1:MSMEG_RS12595:2679266-2679973,2:MRA_RS15200:3182712-3183638,3:BQ2027_RS14705:3131648-3132574
0:Rv0909:1014681-1014860,1:MSMEG_RS27160:5720548-5720736,2:MRA_RS04810:1015989-1016168,3:BQ2027_RS04770:1015147-1015326
0:Rv2860c:3171627-3173000,1:MSMEG_RS12590:2677864-2679237,2:MRA_RS15205:3183619-3184992,3:BQ2027_RS14710:3132555-3133928
0:Rv0910:1014866-1015300,1:MSMEG_RS27155:5720095-5720538,2:MRA_RS04815:1016174-1016608,3:BQ2027_RS04775:1015332-1015766
0:Rv2861c:3173160-3174017,1:MSMEG_RS12550:2668898-2669755,2:MRA_RS15210:3185152-3186009,3:BQ2027_RS14715:3134088-3134945
0:Rv0912:1016236-1016685,1:MSMEG_RS27050:5698339-5698758,2:MRA_RS04825:1017544-1017993,3:BQ2027_RS04785:1016702-1017151
0:Rv0913c:1017217-1018725,1:MSMEG_RS27030:5694705-5696228,2:MRA_RS04835:1018525-1020033,3:BQ2027_RS04795:1017683-1019191
0:Rv0914c:1018727-1019965,1:MSMEG_RS27025:5693487-5694701,2:MRA_RS04840:1020035-1021273,3:BQ2027_RS04800:1019193-1020431
0:Rv2864c:3175454-3177265,1:MSMEG_RS12535:2665920-2667740,2:MRA_RS15230:3187446-3189257,3:BQ2027_RS14735:3136382-3138193
0:Rv2867c:3178458-3179312,1:MSMEG_RS12520:2663679-2664533,2:MRA_RS15245:3190450-3191304,3:BQ2027_RS14750:3139386-3140240
0:Rv2868c:3179368-3180531,1:MSMEG_RS12515:2662477-2663622,2:MRA_RS15250:3191360-3192523,3:BQ2027_RS14755:3140296-3141459
0:Rv2869c:3180548-3181762,1:MSMEG_RS12510:2661219-2662439,2:MRA_RS15255:3192540-3193754,3:BQ2027_RS14760:3141476-3142690
0:Rv2870c:3181770-3183011,1:MSMEG_RS12505:2660026-2661222,2:MRA_RS15260:3193762-3195003,3:BQ2027_RS14765:3142698-3143939
0:Rv0924c:1030578-1031864,1:MSMEG_RS26935:5675819-5677042,2:MRA_RS04900:1031886-1033172,3:BQ2027_RS04860:1031044-1032330
0:Rv2876:3187663-3187977,1:MSMEG_RS12490:2658074-2658328,2:MRA_RS15295:3199703-3199969,3:BQ2027_RS14800:3148639-3148905
0:Rv0926c:1032710-1033786,1:MSMEG_RS26920:5674061-5675137,2:MRA_RS04910:1034018-1035094,3:BQ2027_RS04870:1033175-1034251
0:Rv0927c:1033840-1034631,1:MSMEG_RS26915:5673257-5674048,2:MRA_RS04915:1035148-1035939,3:BQ2027_RS04875:1034305-1035096
0:Rv2881c:3190701-3191621,1:MSMEG_RS12330:2626299-2627177,2:MRA_RS15320:3202693-3203613,3:BQ2027_RS14820:3151628-3152548
0:Rv2882c:3191644-3192201,1:MSMEG_RS12325:2625741-2626298,2:MRA_RS15325:3203636-3204193,3:BQ2027_RS14825:3152571-3153128
0:Rv2883c:3192373-3193158,1:MSMEG_RS12320:2624947-2625693,2:MRA_RS15330:3204365-3205150,3:BQ2027_RS14830:3153300-3154085
0:Rv2887:3196431-3196850,1:MSMEG_RS12310:2623666-2624094,2:MRA_RS15350:3208423-3208842,3:BQ2027_RS14850:3157359-3157778
0:Rv0937c:1045199-1046020,1:MSMEG_RS26895:5669000-5669956,2:MRA_RS04965:1046507-1047328,3:BQ2027_RS04925:1045666-1046487
0:Rv2888c:3196864-3198285,1:MSMEG_RS12230:2606795-2608255,2:MRA_RS15355:3208856-3210277,3:BQ2027_RS14855:3157792-3159213
0:Rv0938:1046136-1048415,1:MSMEG_RS26845:5656824-5659091,2:MRA_RS04970:1047444-1049723,3:BQ2027_RS04930:1046603-1048882
0:Rv2889c:3198292-3199107,1:MSMEG_RS12225:2605809-2606636,2:MRA_RS15360:3210284-3211099,3:BQ2027_RS14860:3159220-3160035
0:Rv2890c:3199119-3199982,1:MSMEG_RS12220:2604960-2605793,2:MRA_RS15365:3211111-3211974,3:BQ2027_RS14865:3160047-3160910
0:Rv0940c:1050593-1051459,1:MSMEG_RS26770:5644293-5645176,2:MRA_RS04980:1051901-1052767,3:BQ2027_RS04940:1051060-1051926
0:Rv2894c:3203394-3204290,1:MSMEG_RS12200:2601428-2602330,2:MRA_RS15380:3215386-3216282,3:BQ2027_RS14885:3164322-3165218
0:Rv2896c:3205265-3206434,1:MSMEG_RS12175:2595151-2596268,2:MRA_RS15390:3217257-3218426,3:BQ2027_RS14895:3166193-3167362
0:Rv0946c:1055024-1056685,1:MSMEG_RS26695:5630392-5632041,2:MRA_RS05010:1056332-1057993,3:BQ2027_RS04970:1055491-1057152
0:Rv2897c:3206431-3207942,1:MSMEG_RS12170:2593643-2595151,2:MRA_RS15395:3218423-3219934,3:BQ2027_RS14900:3167359-3168870
0:Rv2898c:3207942-3208328,1:MSMEG_RS12165:2593273-2593641,2:MRA_RS15400:3219934-3220320,3:BQ2027_RS14905:3168870-3169256
0:Rv0948c:1057646-1057963,1:MSMEG_RS26675:5625390-5625656,2:MRA_RS05020:1058954-1059271,3:BQ2027_RS04980:1058113-1058430
0:Rv0949:1058260-1060575,1:MSMEG_RS26665:5622802-5625153,2:MRA_RS05025:1059568-1061883,3:BQ2027_RS04985:1058727-1061042
0:Rv2901c:3211803-3212108,1:MSMEG_RS11845:2525199-2525504,2:MRA_RS15415:3223795-3224100,3:BQ2027_RS14920:3172731-3173036
0:Rv0951:1061964-1063127,1:MSMEG_RS26625:5614853-5616016,2:MRA_RS05035:1063272-1064435,3:BQ2027_RS04995:1062431-1063594
0:Rv2902c:3212162-3212956,1:MSMEG_RS11840:2524304-2525122,2:MRA_RS15420:3224154-3224948,3:BQ2027_RS14925:3173090-3173884
0:Rv0952:1063140-1064051,1:MSMEG_RS26620:5613938-5614840,2:MRA_RS05040:1064457-1065359,3:BQ2027_RS05000:1063616-1064518
0:Rv2903c:3212970-3213854,1:MSMEG_RS11835:2523424-2524293,2:MRA_RS15425:3224962-3225846,3:BQ2027_RS14930:3173898-3174782
0:Rv0953c:1064114-1064962,1:MSMEG_RS26600:5608770-5609618,2:MRA_RS05045:1065422-1066270,3:BQ2027_RS05005:1064581-1065429
0:Rv2904c:3213912-3214253,1:MSMEG_RS11830:2523015-2523356,2:MRA_RS15430:3225904-3226245,3:BQ2027_RS14935:3174840-3175181
0:Rv2905:3214628-3215572,1:MSMEG_RS11825:2521737-2522681,2:MRA_RS15435:3226620-3227564,3:BQ2027_RS14940:3175556-3176500
0:Rv0955:1066078-1067445,1:MSMEG_RS26585:5604926-5606389,2:MRA_RS05055:1067386-1068753,3:BQ2027_RS05015:1066545-1067912
0:Rv2906c:3215665-3216357,1:MSMEG_RS11820:2521059-2521736,2:MRA_RS15440:3227657-3228349,3:BQ2027_RS14945:3176593-3177285
0:Rv0956:1067561-1068208,1:MSMEG_RS26580:5604286-5604915,2:MRA_RS05060:1068869-1069516,3:BQ2027_RS05020:1068028-1068675
0:Rv2907c:3216361-3216891,1:MSMEG_RS11815:2520523-2521044,2:MRA_RS15445:3228353-3228883,3:BQ2027_RS14950:3177289-3177819
0:Rv0957:1068205-1069776,1:MSMEG_RS26575:5602692-5604275,2:MRA_RS05065:1069513-1071084,3:BQ2027_RS05025:1068672-1070243
0:Rv2908c:3216905-3217147,1:MSMEG_RS11810:2520246-2520488,2:MRA_RS15450:3228897-3229139,3:BQ2027_RS14955:3177833-3178075
0:Rv0958:1069883-1071262,1:MSMEG_RS26560:5598646-5600028,2:MRA_RS05070:1071191-1072570,3:BQ2027_RS05030:1070350-1071729
0:Rv2909c:3217155-3217643,1:MSMEG_RS11805:2519767-2520237,2:MRA_RS15455:3229147-3229635,3:BQ2027_RS14960:3178083-3178571
0:Rv0959:1071255-1073273,1:MSMEG_RS26555:5596653-5598653,2:MRA_RS05075:1072563-1074581,3:BQ2027_RS05035:1071722-1073740
0:Rv2910c:3217827-3218270,1:MSMEG_RS11800:2519128-2519562,2:MRA_RS15460:3229819-3230238,3:BQ2027_RS14965:3178755-3179174
0:Rv2915c:3223568-3224680,1:MSMEG_RS11785:2516150-2517226,2:MRA_RS15485:3235560-3236672,3:BQ2027_RS14990:3184496-3185608
0:Rv2916c:3224708-3226285,1:MSMEG_RS11780:2514582-2516150,2:MRA_RS15490:3236700-3238277,3:BQ2027_RS14995:3185636-3187213
0:Rv2920c:3231073-3232506,1:MSMEG_RS11755:2508282-2509631,2:MRA_RS15510:3243065-3244498,3:BQ2027_RS15015:3192001-3193434
0:Rv0971c:1081775-1082584,1:MSMEG_RS26475:5578430-5579197,2:MRA_RS05140:1083083-1083892,3:BQ2027_RS05095:1082242-1083051
0:Rv2922A:3237818-3238099,1:MSMEG_RS11740:2502584-2502880,2:MRA_RS15525:3249810-3250091,3:BQ2027_RS15030:3198858-3199139
0:Rv0972c:1082584-1083750,1:MSMEG_RS26470:5577270-5578430,2:MRA_RS05145:1083892-1085058,3:BQ2027_RS05100:1083051-1084217
0:Rv2923c:3238086-3238499,1:MSMEG_RS11735:2502168-2502587,2:MRA_RS15530:3250078-3250491,3:BQ2027_RS15035:3199126-3199539
0:Rv0973c:1083747-1085750,1:MSMEG_RS26465:5575327-5577273,2:MRA_RS05150:1085055-1087058,3:BQ2027_RS05105:1084214-1086217
0:Rv2924c:3238601-3239470,1:MSMEG_RS11725:2500395-2501252,2:MRA_RS15535:3250593-3251462,3:BQ2027_RS15040:3199641-3200510
0:Rv0974c:1085756-1087345,1:MSMEG_RS26460:5573632-5575227,2:MRA_RS05155:1087064-1088653,3:BQ2027_RS05110:1086223-1087812
0:Rv2925c:3239829-3240551,1:MSMEG_RS11720:2499696-2500388,2:MRA_RS15540:3251821-3252543,3:BQ2027_RS15045:3200814-3201536
0:Rv0975c:1087348-1088496,1:MSMEG_RS26455:5572487-5573635,2:MRA_RS05160:1088656-1089804,3:BQ2027_RS05115:1087815-1088962
0:Rv2926c:3240548-3241171,1:MSMEG_RS11715:2499088-2499699,2:MRA_RS15545:3252540-3253127,3:BQ2027_RS15050:3201533-3202120
0:Rv0976c:1088493-1090175,1:MSMEG_RS26450:5570784-5572490,2:MRA_RS05165:1089801-1091483,3:BQ2027_RS05120:1088959-1090641
0:Rv2927c:3241222-3241959,1:MSMEG_RS11710:2498281-2499018,2:MRA_RS15550:3253214-3253951,3:BQ2027_RS15055:3202207-3202944
0:Rv0979A:1094886-1095059,1:MSMEG_RS26445:5570348-5570521,2:MRA_RS05185:1096194-1096367,3:BQ2027_RS05145:1095365-1095538
0:Rv0981:1096822-1097508,1:MSMEG_RS26440:5569498-5570184,2:MRA_RS05195:1098130-1098816,3:BQ2027_RS05155:1097301-1097987
0:Rv0982:1097508-1099022,1:MSMEG_RS26435:5568015-5569493,2:MRA_RS05200:1098816-1100330,3:BQ2027_RS05160:1097987-1099501
0:Rv0984:1100460-1101005,1:MSMEG_RS26425:5565920-5566414,2:MRA_RS05210:1101768-1102313,3:BQ2027_RS05170:1100939-1101484
0:Rv0990c:1107443-1108099,1:MSMEG_RS26405:5563017-5563667,2:MRA_RS05240:1108751-1109407,3:BQ2027_RS05200:1107922-1108578
0:Rv0991c:1108172-1108504,1:MSMEG_RS26400:5562618-5562938,2:MRA_RS05245:1109480-1109812,3:BQ2027_RS05205:1108651-1108983
0:Rv0992c:1108578-1109171,1:MSMEG_RS26365:5554494-5555090,2:MRA_RS05250:1109886-1110479,3:BQ2027_RS05210:1109057-1109650
0:Rv0993:1109272-1110192,1:MSMEG_RS26360:5553543-5554466,2:MRA_RS05255:1110580-1111500,3:BQ2027_RS05215:1109751-1110671
0:Rv0994:1110269-1111549,1:MSMEG_RS26355:5552239-5553486,2:MRA_RS05260:1111577-1112857,3:BQ2027_RS05220:1110748-1112028
0:Rv0995:1111612-1112223,1:MSMEG_RS26350:5551581-5552234,2:MRA_RS05265:1112878-1113531,3:BQ2027_RS05225:1112049-1112702
0:Rv0996:1112384-1113460,1:MSMEG_RS26345:5550191-5551345,2:MRA_RS05270:1113692-1114768,3:BQ2027_RS05230:1112863-1113939
0:alaV:1113511-1113583,1:MSMEG_RS26340:5550052-5550124,2:MRA_RS05275:1114819-1114894,3:BQ2027_RS05235:1113990-1114065
0:Rv1000c:1116531-1117148,1:MSMEG_RS26265:5536101-5536697,2:MRA_RS05305:1117839-1118435,3:BQ2027_RS05270:1117010-1117606
0:Rv1002c:1118428-1119939,1:MSMEG_RS26245:5531610-5533160,2:MRA_RS05315:1119736-1121247,3:BQ2027_RS05280:1118907-1120418
0:Rv1003:1120022-1120879,1:MSMEG_RS26240:5530749-5531585,2:MRA_RS05320:1121330-1122187,3:BQ2027_RS05285:1120501-1121358
0:Rv1008:1127089-1127883,1:MSMEG_RS26210:5523539-5524393,2:MRA_RS05345:1128331-1129191,3:BQ2027_RS05310:1127502-1128362
0:Rv1009:1128091-1129179,1:MSMEG_RS26205:5522319-5523446,2:MRA_RS05350:1129360-1130487,3:BQ2027_RS05315:1128531-1129658
0:Rv1010:1129152-1130105,1:MSMEG_RS26200:5521462-5522322,2:MRA_RS05355:1130460-1131413,3:BQ2027_RS05320:1129631-1130584
0:Rv1011:1130191-1131111,1:MSMEG_RS26190:5519402-5520364,2:MRA_RS05360:1131463-1132419,3:BQ2027_RS05325:1130634-1131590
0:Rv1013:1131625-1133259,1:MSMEG_RS26185:5517344-5518981,2:MRA_RS05370:1132933-1134567,3:BQ2027_RS05330:1132105-1133739
0:Rv1014c:1133333-1133908,1:MSMEG_RS26170:5514818-5515393,2:MRA_RS05375:1134641-1135216,3:BQ2027_RS05335:1133813-1134388
0:Rv2966c:3318901-3319467,1:MSMEG_RS11695:2496441-2496995,2:MRA_RS15755:3330893-3331459,3:BQ2027_RS15255:3280002-3280568
0:Rv1015c:1133921-1134568,1:MSMEG_RS26165:5514158-5514805,2:MRA_RS05380:1135229-1135876,3:BQ2027_RS05340:1134401-1135048
0:Rv2967c:3319663-3323046,1:MSMEG_RS11690:2493061-2496444,2:MRA_RS15760:3331655-3335038,3:BQ2027_RS15260:3280764-3284147
0:Rv1016c:1134785-1135465,1:MSMEG_RS26155:5512479-5513096,2:MRA_RS05385:1136093-1136701,3:BQ2027_RS05345:1135265-1135868
0:Rv2968c:3323071-3323703,1:MSMEG_RS11685:2492393-2493025,2:MRA_RS15765:3335063-3335695,3:BQ2027_RS15265:3284172-3284804
0:Rv1017c:1135501-1136481,1:MSMEG_RS26145:5511115-5512095,2:MRA_RS05390:1136809-1137789,3:BQ2027_RS05350:1135976-1136956
0:Rv2969c:3323709-3324476,1:MSMEG_RS11680:2491665-2492393,2:MRA_RS15770:3335701-3336468,3:BQ2027_RS15270:3284810-3285577
0:Rv1018c:1136573-1138060,1:MSMEG_RS26140:5509565-5511013,2:MRA_RS05395:1137881-1139368,3:BQ2027_RS05355:1137048-1138535
0:Rv2970c:3324573-3325703,1:MSMEG_RS11675:2490579-2491631,2:MRA_RS15775:3336565-3337695,3:BQ2027_RS15275:3285674-3286804
0:glnT:1138076-1138147,1:MSMEG_RS26135:5509404-5509475,2:MRA_RS05400:1139384-1139455,3:BQ2027_RS05360:1138551-1138622
0:Rv1019:1138315-1138908,1:MSMEG_RS26130:5508726-5509319,2:MRA_RS05405:1139623-1140216,3:BQ2027_RS05365:1138790-1139383
0:Rv2971:3326101-3326949,1:MSMEG_RS11665:2488797-2489648,2:MRA_RS15785:3338093-3338941,3:BQ2027_RS15285:3287202-3288050
0:Rv1020:1138967-1142671,1:MSMEG_RS26125:5505030-5508677,2:MRA_RS05410:1140275-1143979,3:BQ2027_RS05370:1139442-1143146
0:Rv1021:1142671-1143648,1:MSMEG_RS26120:5504059-5505033,2:MRA_RS05415:1143979-1144956,3:BQ2027_RS05375:1143146-1144123
0:Rv2973c:3327733-3329946,1:MSMEG_RS11645:2484648-2486906,2:MRA_RS15795:3339725-3341938,3:BQ2027_RS15295:3288834-3291047
0:Rv1022:1143736-1144467,1:MSMEG_RS26095:5495931-5496662,2:MRA_RS05420:1145044-1145775,3:BQ2027_RS05380:1144211-1144942
0:Rv2974c:3329949-3331361,1:MSMEG_RS11640:2482984-2484648,2:MRA_RS15800:3341941-3343604,3:BQ2027_RS15300:3291050-3292711
0:Rv1023:1144564-1145853,1:MSMEG_RS26090:5494583-5495866,2:MRA_RS05425:1145872-1147161,3:BQ2027_RS05385:1145039-1146328
0:Rv1024:1145858-1146544,1:MSMEG_RS33700:5493872-5494549,2:MRA_RS05430:1147166-1147852,3:BQ2027_RS05390:1146333-1147019
0:Rv2976c:3332071-3332754,1:MSMEG_RS11625:2481480-2482163,2:MRA_RS15815:3344063-3344746,3:BQ2027_RS15310:3293170-3293853
0:Rv1025:1146561-1147028,1:MSMEG_RS33695:5493380-5493871,2:MRA_RS05435:1147845-1148336,3:BQ2027_RS05395:1147012-1147503
0:Rv1026:1147019-1147978,1:MSMEG_RS26080:5492439-5493383,2:MRA_RS05440:1148327-1149286,3:BQ2027_RS05400:1147494-1148453
0:Rv1027c:1148427-1149107,1:MSMEG_RS26000:5475722-5476414,2:MRA_RS05445:1149735-1150415,3:BQ2027_RS05405:1148902-1149582
0:Rv1028c:1149104-1151686,1:MSMEG_RS25995:5473191-5475725,2:MRA_RS05450:1150412-1152994,3:BQ2027_RS05410:1149579-1152161
0:Rv2980:3335960-3336505,1:MSMEG_RS11610:2479493-2480080,2:MRA_RS15835:3347952-3348497,3:BQ2027_RS15330:3297059-3297604
0:Rv2981c:3336796-3337917,1:MSMEG_RS11605:2478371-2479492,2:MRA_RS15840:3348965-3350086,3:BQ2027_RS15335:3297777-3298889
0:Rv2982c:3337995-3338999,1:MSMEG_RS11595:2476128-2477108,2:MRA_RS15845:3350164-3351168,3:BQ2027_RS15340:3298967-3299971
0:Rv2983:3339118-3339762,1:MSMEG_RS11590:2475381-2476046,2:MRA_RS15850:3351287-3351931,3:BQ2027_RS15345:3300090-3300734
0:Rv2984:3339854-3342082,1:MSMEG_RS11585:2473142-2475352,2:MRA_RS15855:3352023-3354251,3:BQ2027_RS15350:3300826-3303054
0:Rv2986c:3343176-3343820,1:MSMEG_RS11575:2471469-2472095,2:MRA_RS15865:3355345-3355989,3:BQ2027_RS15360:3304148-3304792
0:Rv2987c:3344033-3344629,1:MSMEG_RS11570:2470672-2471265,2:MRA_RS15870:3356202-3356798,3:BQ2027_RS15365:3305005-3305601
0:Rv2989:3346147-3346848,1:MSMEG_RS11560:2468381-2469082,2:MRA_RS15880:3358316-3359017,3:BQ2027_RS15375:3307119-3307820
0:gluU:3348547-3348619,1:MSMEG_RS11555:2468127-2468199,2:MRA_RS15895:3360716-3360788,3:BQ2027_RS15390:3309519-3309591
0:glnU:3348659-3348730,1:MSMEG_RS11550:2467984-2468058,2:MRA_RS15900:3360828-3360899,3:BQ2027_RS15395:3309631-3309702
0:Rv2992c:3348805-3350277,1:MSMEG_RS11545:2466407-2467867,2:MRA_RS15905:3360974-3362446,3:BQ2027_RS15400:3309777-3311249
0:Rv2993c:3350274-3350993,1:MSMEG_RS11540:2465631-2466410,2:MRA_RS15910:3362443-3363240,3:BQ2027_RS15405:3311246-3312043
0:Rv2996c:3353483-3355069,1:MSMEG_RS11520:2460414-2462000,2:MRA_RS15925:3365652-3367238,3:BQ2027_RS15420:3314511-3316097
0:Rv2997:3355099-3356541,1:MSMEG_RS11515:2458912-2460336,2:MRA_RS15930:3367268-3368710,3:BQ2027_RS15425:3316127-3317569
0:Rv3001c:3359585-3360586,1:MSMEG_RS11500:2456694-2457707,2:MRA_RS15960:3371754-3372755,3:BQ2027_RS15450:3320612-3321613
0:Rv3002c:3360624-3361130,1:MSMEG_RS11495:2456125-2456637,2:MRA_RS15965:3372793-3373299,3:BQ2027_RS15455:3321651-3322157
0:Rv3003c:3361130-3362986,1:MSMEG_RS11490:2454205-2456061,2:MRA_RS15970:3373299-3375155,3:BQ2027_RS15460:3322157-3324013
0:Rv3004:3363348-3363686,1:MSMEG_RS11485:2453493-2453891,2:MRA_RS15975:3375478-3375855,3:BQ2027_RS15465:3324336-3324713
0:Rv3005c:3363693-3364532,1:MSMEG_RS11480:2452620-2453462,2:MRA_RS15980:3375862-3376701,3:BQ2027_RS15470:3324720-3325559
0:Rv3006:3364709-3365830,1:MSMEG_RS11475:2451352-2452473,2:MRA_RS15985:3376878-3377999,3:BQ2027_RS15475:3325736-3326857
0:leuX:1177396-1177469,1:MSMEG_RS25925:5458911-5458984,2:MRA_RS05620:1178705-1178778,3:BQ2027_RS05550:1177872-1177945
0:Rv3009c:3367264-3368793,1:MSMEG_RS11465:2449026-2450537,2:MRA_RS16000:3379433-3380962,3:BQ2027_RS15490:3328291-3329820
0:Rv1058:1180684-1182315,1:MSMEG_RS25505:5382807-5384435,2:MRA_RS05635:1181993-1183624,3:BQ2027_RS05570:1181160-1182791
0:Rv3010c:3368823-3369854,1:MSMEG_RS11460:2447932-2448964,2:MRA_RS16005:3380992-3382023,3:BQ2027_RS15495:3329850-3330881
0:Rv3011c:3369950-3371434,1:MSMEG_RS11455:2446404-2447888,2:MRA_RS16010:3382119-3383603,3:BQ2027_RS15500:3330977-3332461
0:Rv3012c:3371431-3371730,1:MSMEG_RS11450:2446108-2446407,2:MRA_RS16015:3383600-3383899,3:BQ2027_RS15505:3332458-3332757
0:Rv3013:3371815-3372471,1:MSMEG_RS11445:2445348-2446016,2:MRA_RS16020:3383984-3384640,3:BQ2027_RS15510:3332842-3333498
0:Rv1062:1184883-1185740,1:MSMEG_RS25480:5376770-5377642,2:MRA_RS05655:1186192-1187049,3:BQ2027_RS05590:1185359-1186216
0:Rv3014c:3372545-3374620,1:MSMEG_RS11440:2443172-2445277,2:MRA_RS16025:3384714-3386789,3:BQ2027_RS15515:3333572-3335647
0:Rv1065:1187435-1188001,1:MSMEG_RS25455:5372158-5372706,2:MRA_RS05670:1188744-1189310,3:BQ2027_RS05605:1187911-1188477
0:Rv1066:1187998-1188393,1:MSMEG_RS25450:5371788-5372156,2:MRA_RS05675:1189307-1189702,3:BQ2027_RS05610:1188474-1188869
0:Rv1070c:1194270-1195043,1:MSMEG_RS25440:5369260-5370036,2:MRA_RS05695:1195579-1196352,3:BQ2027_RS05630:1195658-1196431
0:Rv1071c:1195055-1196092,1:MSMEG_RS25435:5368214-5369260,2:MRA_RS05700:1196364-1197401,3:BQ2027_RS05635:1196443-1197480
0:Rv1072:1196279-1197115,1:MSMEG_RS25430:5367202-5368038,2:MRA_RS05705:1197588-1198424,3:BQ2027_RS05640:1197667-1198503
0:Rv1074c:1198156-1199373,1:MSMEG_RS25420:5364613-5365830,2:MRA_RS05715:1199465-1200682,3:BQ2027_RS05650:1199544-1200761
